title,source,episodes,rating,rank,studio,year,start_season,days_aired,duration_minutes,Genre_Action,Genre_Adventure,Genre_Cars,Genre_Comedy,Genre_Dementia,Genre_Demons,Genre_Drama,Genre_Ecchi,Genre_Fantasy,Genre_Game,Genre_Harem,Genre_Hentai,Genre_Historical,Genre_Horror,Genre_Josei,Genre_Kids,Genre_Magic,Genre_Martial Arts,Genre_Mecha,Genre_Military,Genre_Music,Genre_Mystery,Genre_NA,Genre_Parody,Genre_Police,Genre_Psychological,Genre_Romance,Genre_Samurai,Genre_School,Genre_Sci-Fi,Genre_Seinen,Genre_Shoujo,Genre_Shoujo Ai,Genre_Shounen,Genre_Shounen Ai,Genre_Slice of Life,Genre_Space,Genre_Sports,Genre_Super Power,Genre_Supernatural,Genre_Thriller,Genre_Vampire,Genre_Yaoi,Genre_Yuri,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story,success
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,Light novel,6,PG-13 - Teens 13 or older,1211.0,SmallStudio,2017,Fall,36,24.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1254.8333333333333,1,2,0,3,0,0,0,0,0,0,0,0,4
Shoujo Shuumatsu Ryokou,Web manga,12,PG-13 - Teens 13 or older,328.0,SmallStudio,2017,Fall,78,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2953.0,1,0,0,0,0,0,1,0,0,0,0,0,1
Alice SOS,Original,28,G - All Ages,6955.0,J.C.Staff,1998,Spring,298,19.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Chirorin Mura Monogatari,Unknown,170,G - All Ages,4613.0,unknown,1992,Spring,348,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Transformers Micron Densetsu,Unknown,52,PG-13 - Teens 13 or older,4341.0,SmallStudio,2003,Winter,351,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3865.0,0,1,0,0,0,0,0,0,1,0,0,0,3
Zoids Genesis,Unknown,50,PG - Children,2293.0,SmallStudio,2005,Spring,351,25.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296.25,0,0,0,0,0,0,1,3,0,0,0,0,4
Bananya,Original,13,G - All Ages,4349.0,SmallStudio,2016,Summer,85,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Virtua Fighter,Game,35,PG-13 - Teens 13 or older,3114.0,SmallStudio,1995,Fall,263,25.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,4
PePePePengiin,Original,13,PG - Children,11746.0,DLE,2016,Fall,85,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Noramimi,Manga,12,G - All Ages,5770.0,TMS Entertainment,2008,Winter,78,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885.0,1,1,0,0,0,0,0,0,0,0,0,0,5
Gantz 2nd Stage,Manga,13,R+ - Mild Nudity,2717.0,Gonzo,2004,Summer,85,23.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2304.0,1,0,0,0,1,0,1,0,0,0,0,0,4
Agatha Christie no Meitantei Poirot to Marple,Novel,39,G - All Ages,3761.0,OLM,2004,Summer,316,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3761.0,1,0,0,0,0,0,0,0,0,0,0,0,3
Yu☆Gi☆Oh! Zexal,Manga,73,PG-13 - Teens 13 or older,5626.0,Studio Gallop,2011,Spring,533,24.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3047.25,1,1,1,0,0,0,5,0,0,0,0,0,5
Pupipo!,Manga,15,PG - Children,4049.0,SmallStudio,2013,Winter,99,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4049.0,1,0,0,0,0,0,0,0,0,0,0,0,3
Soul Eater NOT!,Manga,12,PG-13 - Teens 13 or older,6704.0,Bones,2014,Spring,85,23.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3613.5,1,0,0,0,0,0,0,0,0,0,1,0,5
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Light novel,13,PG-13 - Teens 13 or older,254.0,feel.,2015,Spring,85,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,396.3333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1
Oneechan ga Kita,4-koma manga,12,PG-13 - Teens 13 or older,5650.0,SmallStudio,2014,Winter,78,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5517.5,1,1,0,0,0,0,0,0,0,0,0,0,5
Michiko to Hatchin,Original,22,R - 17+ (violence & profanity),743.0,SmallStudio,2008,Fall,155,22.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Devil Survivor 2 The Animation,Game,13,R - 17+ (violence & profanity),3491.0,SmallStudio,2013,Spring,85,24.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1743.0,2,0,0,0,0,0,1,0,0,0,0,0,4
Kenkou Zenrakei Suieibu Umishou,Manga,13,PG-13 - Teens 13 or older,2725.0,SmallStudio,2007,Summer,85,25.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2725.0,1,0,0,0,0,0,0,0,0,0,0,0,2
Room Mate,Original,12,PG-13 - Teens 13 or older,9117.0,SmallStudio,2017,Spring,78,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8121.0,0,0,0,0,0,0,1,0,0,0,0,0,5
Karaoke Senshi Mike-tarou,Manga,20,PG-13 - Teens 13 or older,10775.0,unknown,1994,Spring,342,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Rilu Rilu Fairilu: Yousei no Door,Original,59,G - All Ages,4547.0,Studio Deen,2016,Winter,414,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11875.0,0,1,0,0,0,0,0,0,0,0,0,0,3
Full Metal Panic? Fumoffu,Light novel,12,PG-13 - Teens 13 or older,357.0,Kyoto Animation,2003,Summer,54,24.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.75,2,0,0,0,0,0,0,0,0,0,2,0,1
Candy Candy,Unknown,115,G - All Ages,1395.0,Toei Animation,1976,Fall,855,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1445.75,1,0,2,0,0,1,0,0,0,0,0,0,4
Sakura Trick,4-koma manga,12,PG-13 - Teens 13 or older,3008.0,Studio Deen,2014,Winter,78,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3008.0,1,0,0,0,0,0,0,0,0,0,0,0,4
H2,Unknown,41,PG-13 - Teens 13 or older,2182.0,Production Reed,1995,Summer,295,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2182.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Magic Kaito 1412,Manga,24,PG-13 - Teens 13 or older,603.0,A-1 Pictures,2014,Fall,176,24.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,620.5,1,0,0,1,0,0,0,1,1,0,0,0,4
Metal Fight Beyblade,Manga,51,PG - Children,4768.0,SmallStudio,2009,Spring,358,25.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4395.0,1,1,0,0,0,0,0,1,0,0,0,0,4
Red Baron,Unknown,49,PG-13 - Teens 13 or older,2693.0,unknown,1994,Spring,358,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Yuru Camp△,Manga,12,PG-13 - Teens 13 or older,195.0,SmallStudio,2018,Winter,78,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,564.0,1,0,1,0,0,0,0,0,0,0,0,0,1
No.6,Novel,11,R - 17+ (violence & profanity),1064.0,Bones,2011,Summer,71,23.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064.0,2,0,0,0,0,0,0,0,0,0,0,0,1
O-bake no... Holly,Unknown,200,G - All Ages,6274.0,unknown,1991,Winter,806,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Touken Ranbu: Hanamaru,Card game,12,PG-13 - Teens 13 or older,3972.0,Doga Kobo,2016,Fall,78,24.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3956.5,1,1,0,0,0,1,0,0,1,0,0,0,4
Aria The Natural,Manga,26,G - All Ages,269.0,SmallStudio,2006,Spring,176,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,761.25,1,1,1,0,1,0,0,0,0,0,0,0,4
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",Visual novel,12,R+ - Mild Nudity,5314.0,feel.,2010,Fall,78,25.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Deadman Wonderland,Manga,12,R - 17+ (violence & profanity),1966.0,SmallStudio,2011,Spring,78,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2610.5,1,0,1,0,0,0,0,0,0,0,0,0,4
Tottemo! Luckyman,Manga,50,G - All Ages,4215.0,Studio Pierrot,1994,Spring,352,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4215.0,1,0,0,0,0,0,0,0,0,0,0,0,3
Nono-chan,4-koma manga,61,G - All Ages,5932.0,Toei Animation,2001,Summer,449,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1577.3333333333333,1,0,0,1,0,0,1,0,0,0,0,0,5
Vividred Operation,Original,12,R+ - Mild Nudity,5536.0,A-1 Pictures,2013,Winter,78,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5536.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Bakujuu Gasshin Ziguru Hazeru,Other,6,PG - Children,9685.0,Production Reed,2013,Spring,2074,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Chrome Shelled Regios,Light novel,24,R - 17+ (violence & profanity),1603.0,Zexcs,2009,Winter,162,24.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254.6666666666665,2,0,0,0,1,0,0,0,0,0,0,0,1
PetoPeto-san,Light novel,13,PG-13 - Teens 13 or older,5222.0,Xebec,2005,Summer,85,25.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ginban Kaleidoscope,Light novel,12,PG-13 - Teens 13 or older,1845.0,SmallStudio,2005,Fall,78,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1845.0,2,0,0,0,0,0,0,0,0,0,0,0,4
Ring ni Kakero 1: Nichibei Kessen-hen,Manga,12,PG-13 - Teens 13 or older,4548.0,Toei Animation,2006,Spring,68,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3184.6666666666665,1,1,0,0,1,0,0,0,0,0,0,0,3
World Trigger,Manga,73,PG-13 - Teens 13 or older,1162.0,Toei Animation,2014,Fall,547,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1162.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sugar Sugar Rune,Manga,51,PG - Children,1537.0,Studio Pierrot,2005,Summer,358,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1537.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Mini Moni the TV,Unknown,15,G - All Ages,7947.0,unknown,2003,Fall,19,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,5
Ninja Hattori-kun (2012),Manga,52,G - All Ages,5572.0,Shin-Ei Animation,2012,Spring,1010,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2615.333333333333,1,0,1,1,0,0,0,0,0,0,0,0,5
Monochrome Factor,Manga,24,PG-13 - Teens 13 or older,3213.0,SmallStudio,2008,Spring,176,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3213.0,1,0,0,0,0,0,0,0,0,0,0,0,2
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,Light novel,13,PG-13 - Teens 13 or older,2471.0,A-1 Pictures,2013,Spring,85,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4285.5,1,1,0,0,1,0,3,0,0,0,0,0,4
Baby Steps,Manga,25,PG-13 - Teens 13 or older,625.0,Studio Pierrot,2014,Spring,169,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,489.5,1,1,0,0,0,0,0,0,0,0,0,0,1
Sukima no Kuni no Polta,Unknown,13,G - All Ages,12291.0,unknown,2005,Fall,673,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Digimon Xros Wars,Original,30,PG - Children,3733.0,Toei Animation,2010,Summer,246,25.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2296.1428571428573,1,1,0,0,0,0,0,5,0,0,0,0,4
Kick no Oni,Unknown,26,G - All Ages,4626.0,Toei Animation,1970,Fall,176,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,4
Kurau Phantom Memory,Original,24,PG-13 - Teens 13 or older,1895.0,Bones,2004,Summer,175,23.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,4
Tenkuu no Escaflowne,Original,26,PG-13 - Teens 13 or older,954.0,Sunrise,1996,Spring,176,24.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1358.8,4,0,0,1,0,0,0,0,0,0,0,0,1
Kiddy Grade,Original,24,R+ - Mild Nudity,2492.0,Gonzo,2002,Fall,162,23.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2718.833333333333,1,2,0,0,0,3,0,0,0,0,0,0,2
Aria The Origination,Manga,13,G - All Ages,70.0,SmallStudio,2008,Winter,85,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,813.4,1,1,2,0,1,0,0,0,0,0,0,0,1
Mangaka-san to Assistant-san to The Animation,4-koma manga,12,PG-13 - Teens 13 or older,2347.0,Zexcs,2014,Spring,78,13.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1122.0,1,0,1,0,0,0,0,0,0,0,0,0,4
Pretty Rhythm: Dear My Future,Game,51,PG - Children,3820.0,SmallStudio,2012,Spring,358,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2693.2,0,1,0,1,1,1,1,0,0,0,0,0,3
Walkure Romanze,Visual novel,12,R+ - Mild Nudity,5540.0,SmallStudio,2013,Fall,78,23.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2770.0,2,0,0,0,0,0,0,0,0,0,0,0,5
Fuujin Monogatari,Original,13,G - All Ages,2383.0,Production I.G,2004,Fall,169,25.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Claymore,Manga,26,R+ - Mild Nudity,752.0,Madhouse,2007,Spring,176,23.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,752.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Minami-ke Okawari,Manga,13,PG-13 - Teens 13 or older,2031.0,SmallStudio,2008,Winter,85,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1056.6666666666667,1,1,0,0,1,0,0,0,0,0,0,0,2
Ben-To,Light novel,12,PG-13 - Teens 13 or older,1922.0,SmallStudio,2011,Fall,78,24.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4423.0,1,0,0,0,0,0,1,0,0,0,0,0,1
Area no Kishi,Manga,37,PG-13 - Teens 13 or older,2297.0,Shin-Ei Animation,2012,Winter,267,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2297.0,1,0,0,0,0,0,0,0,0,0,0,0,2
Ajin 2nd Season,Manga,13,R - 17+ (violence & profanity),669.0,SmallStudio,2016,Fall,78,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1558.2,1,0,1,2,1,0,0,0,0,0,0,0,1
Joker Game,Novel,12,R - 17+ (violence & profanity),3076.0,Production I.G,2016,Spring,78,23.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399.5,1,0,1,0,0,0,0,0,0,0,0,0,4
Umineko no Naku Koro ni,Visual novel,26,R - 17+ (violence & profanity),2508.0,Studio Deen,2009,Summer,176,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1161.0,5,0,0,0,0,0,0,1,1,0,0,0,4
Love Lab,Manga,13,PG-13 - Teens 13 or older,1854.0,Doga Kobo,2013,Summer,85,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Bakuon!!,Manga,12,PG-13 - Teens 13 or older,5509.0,TMS Entertainment,2016,Spring,78,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6218.0,1,0,2,0,0,0,0,0,0,0,0,0,5
Ketsuekigata-kun! 3,Web manga,12,PG-13 - Teens 13 or older,5800.0,SmallStudio,2015,Fall,78,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5475.0,0,1,0,0,1,0,0,0,0,0,0,0,5
Doteraman,Original,20,G - All Ages,10016.0,Tatsunoko Production,1986,Fall,134,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Urayasu Tekkin Kazoku,Unknown,33,R - 17+ (violence & profanity),3107.0,Studio Deen,1998,Summer,57,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4990.5,1,1,0,0,0,0,0,0,0,0,0,0,4
Ninja-tai Gatchaman ZIP!,Unknown,475,G - All Ages,11491.0,unknown,2011,Spring,712,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112.6666666666667,0,0,0,0,0,0,3,0,0,0,0,0,5
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",Game,24,PG-13 - Teens 13 or older,5839.0,A-1 Pictures,2016,Spring,176,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614.6666666666667,1,1,0,0,0,0,1,0,0,0,0,0,5
