title,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story
Akuma Tou no Prince: Mitsume ga Tooru,4365.0,1,0,0,1,0,0,0,0,0,0,0,0
Ketsuekigata-kun!,2534.5,0,1,1,0,0,0,0,0,0,0,0,0
Gedo Senki,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Photokano,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yatterman,3170.285714285714,1,0,2,1,0,0,2,0,0,1,0,0
Shoukoku no Altair,1508.0,1,0,0,0,0,0,0,0,0,0,0,0
Highlander: The Search for Vengeance,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mahouka x Mameshiba,2035.0,0,0,0,0,0,0,0,0,0,0,2,0
Pero Pero Candy,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon XY: Sora no Hahen,1902.0,0,0,0,0,0,0,0,0,0,0,1,0
Space Cobra,1566.5,1,1,0,2,0,0,0,0,0,0,0,0
Osananajimi to Doukyuusei,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Jungle wa Itsumo Hare nochi Guu Final,679.0,0,0,0,0,1,0,0,0,0,0,0,0
Mujaki no Rakuen,7211.0,1,0,0,0,0,0,0,0,0,0,0,0
Soosee no Aquarion: Dai 27-wa Parallel-ban,3465.5,0,0,0,1,0,0,1,0,0,0,0,0
Wonder 3,6335.5,1,0,0,1,0,0,0,0,0,0,0,0
Big Order (TV),7384.0,1,0,0,0,0,0,1,0,0,0,0,0
Kitty&#039;s Paradise,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Persona 4 the Animation: No One is Alone,1278.0,0,0,0,0,1,0,0,0,0,0,0,0
Tales of Zestiria the X,1462.0,1,1,0,1,1,0,0,0,0,0,0,0
Homé-Pato the Movie,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Gegege no Kitarou (1996),2325.0,1,0,4,4,0,0,1,1,0,0,0,0
Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,3662.0,0,0,0,0,1,0,0,0,0,0,1,0
Love Live! School Idol Project: μ&#039;s →NEXT LoveLive! 2014 - Endless Parade Encore Animation,4110.0,0,0,0,0,0,0,1,0,0,0,0,0
To LOVE-Ru Darkness 2nd,995.4,1,1,2,0,1,0,0,0,0,0,0,0
Ijou Chitai: Jikken Dorei,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,3581.0,0,0,0,0,0,0,1,0,0,0,0,0
Ganbare! Kickers,1315.6666666666667,1,2,0,0,0,0,0,0,0,0,0,0
Mahou no Tenshi Creamy Mami: Curtain Call,1428.5,0,0,1,0,1,0,0,0,0,0,0,0
Vampiyan Kids,0.0,0,0,1,0,1,0,1,0,0,0,0,0
Mahoujin Guruguru (2017),696.0,1,0,0,1,0,0,1,0,0,0,0,0
Papa no Iukoto wo Kikinasai!: Pokkapoka,1839.0,0,1,0,0,1,0,0,0,0,0,0,0
Minna Atsumare! Falcom Gakuen,4426.5,1,1,0,0,0,0,0,0,0,2,0,0
Grimm Douwa: Kin no Tori,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Amaenaide yo!! Katsu!!,4898.0,0,0,1,0,1,0,0,0,0,0,0,0
Blood: The Last Vampire,1993.25,1,0,0,1,0,0,2,0,0,0,0,0
Another: Misaki Mei - Shizukani,933.0,0,0,0,0,0,0,1,0,0,0,0,0
Famiresu Senshi Purin,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Whistle!,1655.0,1,0,0,0,0,0,0,0,0,0,0,0
Naruto Shippuuden: Sunny Side Battle,337.0,0,0,0,0,0,0,0,0,0,0,1,0
Fantascope: Tylostoma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Fate/kaleid liner Prisma☆Illya Specials,2649.0,0,0,0,0,0,0,0,0,0,0,1,0
Kuusou Kagaku Sekai Gulliver Boy,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tiger Mask,2417.0,1,1,0,0,0,2,0,0,0,0,0,0
Mafukiden: Pandarian,0.0,0,0,0,0,0,0,0,0,0,0,0,0
GA: Geijutsuka Art Design Class OVA,2809.0,1,0,0,0,0,0,0,0,0,0,1,0
Sonic★the★Hedgehog,5478.5,0,0,0,0,0,0,0,0,2,0,0,0
Ichigo Mashimaro Episode 0,1039.0,1,0,0,0,0,0,0,0,0,0,1,0
Aquarian Age: Sign for Evolution,3735.0,1,1,0,0,0,0,0,0,0,0,0,0
Umi Monogatari: Marin no Kore Naani?,4605.0,0,0,0,0,0,0,0,0,0,0,1,0
Rainbow: Nisha Rokubou no Shichinin,72.0,1,0,0,0,0,0,0,0,0,0,0,0
Mahoutsukai Haley no Speed Story,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Eiken: Eikenbu yori Ai wo Komete,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Blassreiter: Navi,3443.0,0,0,0,0,0,0,0,0,0,0,0,1
Lupin the IIIrd: Jigen Daisuke no Bohyou,820.5,0,1,0,0,1,0,0,0,0,0,0,0
Oni Chichi 2: Revenge,12919.0,1,1,0,0,1,0,0,0,0,0,0,0
Kotonoha no Niwa,266.0,2,0,0,0,0,0,0,0,0,0,0,0
Hana no Asukagumi! 2: Lonely Cats Battle Royale,0.0,0,0,0,0,0,0,0,1,0,0,0,0
Nekketsu Uchuujin,0.0,0,0,0,0,0,0,0,0,0,1,0,0
The Marshmallow Times,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Cleopatra D.C.,7340.0,1,0,0,0,0,0,0,0,0,0,0,0
Fate/stay night: Unlimited Blade Works,712.1666666666666,0,1,0,3,1,0,0,0,0,1,0,0
Akaneiro ni Somaru Saka,5322.0,1,0,1,0,0,0,0,0,0,0,0,0
Dwaejiui Wang,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Bamboo Bears,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Young Black Jack,1643.5,1,1,0,0,0,0,0,0,0,0,0,0
Love Live! μ&#039;s Final Love Live! Opening Animation,570.0,0,0,0,0,0,0,0,0,0,0,1,0
Zettai Muteki Raijin-Oh (1992),3726.0,0,0,0,0,1,0,0,0,0,0,0,0
Bakunyuu Bomb,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Gakumon!: Ookami Shoujo wa Kujikenai,4927.0,1,0,0,0,0,0,0,0,0,0,0,0
Hyakujuu-Ou GoLion,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Noblesse: Pamyeol-ui Sijak,556.5,1,1,0,0,0,0,0,0,0,0,0,0
MaMa,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Owari no Seraph,1988.4,1,1,1,0,0,1,1,0,0,0,0,0
Sojunghan Nal-ui Kkum,0.0,0,0,0,0,0,0,0,0,0,0,0,0
B&#039;T X,2755.0,1,1,0,0,0,0,0,0,0,0,0,0
Byousoku 5 Centimeter,895.6666666666666,2,0,0,0,0,1,0,0,0,0,0,0
Toaru Kagaku no Railgun S,1871.0,1,0,0,0,1,0,1,1,0,0,1,0
Toradora!: Bentou no Gokui,174.0,0,0,0,0,0,0,0,0,0,0,1,0
Yami Shibai 5,8151.0,0,0,0,0,1,0,0,0,0,0,0,0
Slam Dunk (Movie),86.0,0,0,0,0,0,0,0,0,0,0,1,0
Tatsu no Ko Tarou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,2632.0,1,0,0,0,0,0,1,0,0,0,1,0
Nijiiro Days OVA,1638.0,1,0,0,0,0,0,1,0,0,0,0,0
Denpa Kyoushi,4632.5,1,0,0,0,0,0,1,0,0,0,0,0
s.CRY.ed Alteration I: Tao,2778.5,0,1,0,0,0,0,0,0,0,0,0,1
Aa Harimanada,6814.0,1,0,0,0,0,0,0,0,0,0,0,0
"Kono Danshi, Ningyo Hiroimashita.",3039.0,0,0,0,0,0,0,3,0,0,0,0,0
Morita-san wa Mukuchi. 2,3752.5,1,0,1,1,1,0,0,0,0,0,0,0
Dorami & Doraemons: Robot School&#039;s Seven Mysteries,2106.0,0,0,0,0,0,0,1,0,0,0,0,0
Hump Bang,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ookiku Furikabutte Special,479.0,0,0,0,0,0,0,0,0,0,0,1,0
Aries: Shinwa no Seizakyuu,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Pururun! Shizuku-chan,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Neo Ranga,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Spectral Force,0.0,0,0,0,1,0,0,0,0,0,0,0,0
Yozakura Quartet: Tsuki ni Naku,2656.5,1,0,0,0,1,0,0,0,0,0,0,0
Tsuma to Mama to Boin,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Youjuu Sensen Adventure Kid,0.0,1,0,0,0,0,0,0,0,0,0,0,0
"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo",0.0,1,0,0,0,0,0,0,0,0,0,0,0
Tonari no Yamada-kun,4149.0,1,0,0,1,0,0,0,0,0,0,0,0
Tanken Driland,6481.0,1,0,0,0,0,0,0,0,1,0,0,0
Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikoma no Hibi,344.0,0,0,0,0,0,0,0,0,0,0,1,0
Kiddy Grade: Maelstrom,2728.6666666666665,0,1,0,0,1,0,0,0,0,0,0,1
Ginga Eiyuu Densetsu Gaiden,271.0,1,1,0,0,0,0,0,0,0,0,1,0
Kujira no Chouyaku,0.0,0,0,0,1,0,0,0,0,0,0,0,0
Canaan: Minorikawa Report 201X Shanghai,2172.0,0,0,0,0,0,0,0,0,0,0,0,1
Mobile Suit Gundam III: Encounters in Space,970.3333333333334,0,1,0,0,1,0,0,0,0,0,0,1
Doraemon: The Day When I Was Born,2417.0,0,0,0,0,0,0,1,0,0,0,0,0
Love Colon,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Mahoutsukai no Yome,1519.4,1,0,0,0,1,1,2,0,0,0,0,0
Kodomo no Jikan: Ni Gakki,8190.5,1,0,0,0,1,0,0,0,0,0,0,0
Final Fantasy VII: Advent Children - Venice Film Festival Footage,733.0,0,0,0,0,0,0,0,0,0,0,0,1
Gate Keepers,3719.5,1,1,0,0,0,0,0,0,0,0,0,0
Osiris no Tenbin,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Dog Days&#039;&#039;: Gravure Talk,3844.0,0,0,0,0,0,0,1,0,0,0,1,0
"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",5297.0,1,0,0,0,1,0,0,0,0,0,0,0
.hack//Quantum,3306.2,1,0,1,0,0,0,3,0,0,0,0,0
Nerawareta Gakuen,2896.0,1,0,0,0,0,0,0,0,0,0,0,0
Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,1688.0,0,0,1,0,1,0,0,0,0,0,0,0
Majokko Club Yoningumi: A Kuukan kara no Alien X,3586.0,0,0,0,0,0,0,1,0,0,0,4,0
Salad Juu Yuushi Tomatoman,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Shinmai Maou no Testament Burst,3300.2,1,1,2,0,1,0,0,0,0,0,0,0
Geneshaft,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Idol☆Sister,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Ginga Hyouryuu Vifam 13,2611.0,0,0,0,1,0,0,0,0,0,0,0,0
Cookin&#039; Idol Ai! Mai! Main!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Nanatsu no Bitoku Specials,8835.0,0,0,0,0,0,0,0,0,0,0,1,0
Comic Party Specials,4956.0,0,0,0,0,0,0,0,0,0,0,1,0
Norakuro Nitouhei: Kyouren no Maki,2982.0,1,0,0,0,0,0,2,0,0,0,0,0
TO-Y,6285.0,1,0,0,0,0,0,0,0,0,0,0,0
Pico x CoCo x Chico,12919.0,0,0,0,0,1,0,0,0,0,0,0,0
Top Secret: The Revelation,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Tantei Opera Milky Holmes,3333.0,0,1,1,0,0,0,2,0,0,0,0,0
Ishida to Asakura Special,7372.0,0,0,0,0,1,0,0,0,0,0,0,0
Akibakei Kanojo,0.0,0,0,0,0,0,0,0,0,0,0,0,0
D.C.III: Da Capo III,766.3333333333334,1,0,1,0,1,0,0,0,0,0,0,0
Ryuugajou Nanana no Maizoukin,3728.0,1,0,0,0,0,0,1,0,0,0,0,0
Momo e no Tegami,1046.0,1,0,0,0,0,0,0,0,0,0,0,0
Zan Sayonara Zetsubou Sensei,663.6666666666666,1,1,0,0,1,0,0,0,0,0,0,0
Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,2777.4285714285716,0,1,0,0,1,0,0,5,0,0,0,0
Legend of Duo,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Magi: The Labyrinth of Magic,181.66666666666666,1,1,0,0,1,0,0,0,0,0,0,0
Creamy Pie,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Nama Lo Re: Furachimono The Animation,6459.5,1,0,0,0,1,0,0,0,0,0,0,0
Final Fantasy VII: Advent Children Complete,1770.5,0,0,1,1,0,0,0,0,0,0,0,0
Tsunpri,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Red Ash: Gearworld,2536.0,0,0,0,0,0,0,3,0,0,0,0,0
Animation Kikou: Marco Polo no Bouken,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Maido! Urayasu Tekkin Kazoku,4990.5,1,0,0,0,1,0,0,0,0,0,0,0
Inazma Delivery: Dougyousha Attack-hen,3110.0,0,0,0,0,1,0,1,0,0,0,0,0
Bronze: Zetsuai Since 1989,10596.0,1,0,0,0,1,0,0,1,0,0,0,0
Futa-bu! Mix: Futanari World,6459.5,1,0,0,0,1,0,0,0,0,0,0,0
Chouon Senshi Borgman,9889.0,0,1,0,0,0,0,0,0,0,0,0,0
Ikkitousen: Xtreme Xecutor,4360.0,0,1,1,0,1,0,0,0,0,0,0,0
SD Gundam Force,763.0,0,0,0,0,0,0,0,0,0,0,1,0
Renketsu Houshiki,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Slayers Revolution,1531.6666666666667,1,1,0,0,1,0,0,0,0,0,0,0
Tsukipro The Animation,1717.0,0,1,0,1,0,0,0,0,0,0,0,0
Ushio to Tora (TV) 2nd Season,2195.3333333333335,1,0,0,1,1,0,0,0,0,0,0,0
Green Legend Ran,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Chou Mashin Eiyuuden Wataru,3309.0,0,0,0,0,1,0,0,0,0,0,0,0
Koe de Oshigoto! The Animation,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Mori no Densetsu,0.0,0,1,0,0,0,0,0,0,0,0,0,0
B Who I Want 2 B,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Nameko-ke no Ichizoku,0.0,0,0,0,0,0,0,0,0,1,0,0,0
"Yuyushiki: Komarasetari, Komarasaretari",1915.0,1,0,0,0,0,0,0,0,0,0,1,0
Guomin Laogong Dai Huijia,2117.5,1,1,0,0,0,0,0,0,0,0,0,0
Kami nomi zo Shiru Sekai: Megami-hen,799.0,1,0,0,0,1,0,0,0,0,0,0,0
Firestorm,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Love Hina,1988.5,1,1,3,0,0,1,0,0,0,0,0,0
Toaru Majutsu no Index 10th Anniversary PV,1409.3333333333333,0,0,0,0,0,0,0,0,0,3,0,0
Utsukushiki Emono-tachi no Gakuen,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Tropical Kiss,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ginga Tetsudou no Yoru,3010.25,2,0,0,1,0,0,0,1,0,0,0,0
Zegapain,0.0,0,0,0,1,0,0,0,0,0,0,0,0
Minami no Niji no Lucy,0.0,0,0,0,0,0,1,0,0,0,0,0,0
Midori no Hibi,2077.0,1,0,0,0,0,0,0,0,0,0,0,0
Quanzhi Fashi,4984.0,0,1,0,0,0,0,0,0,0,0,0,0
Ai no Gakkou Cuore Monogatari,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Cambrian,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Super Lovers,1236.6666666666667,1,2,0,0,0,0,0,0,0,0,0,0
OZ,8345.0,1,0,0,0,0,0,0,0,0,0,0,0
GJ-bu,2115.5,1,1,0,0,0,0,0,0,0,0,0,0
Zipang,1546.0,1,0,0,0,0,0,0,0,0,0,0,0
s.CRY.ed Alteration II: Quan,2644.0,0,0,0,0,1,0,0,0,0,0,0,1
Inbo,12919.0,0,1,0,0,0,0,0,0,0,0,0,0
Agigongryong Doolie (2009),0.0,0,0,0,2,0,0,0,0,0,0,0,0
Bounen no Xamdou,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Shounen Sunday CM Gekijou: InuYasha-hen,697.0,1,0,0,0,0,0,1,0,0,0,0,0
Transformers: Choujin Master Force,4760.5,0,1,0,0,1,0,0,0,0,0,0,0
Code:Breaker,3829.0,1,0,1,0,0,0,0,0,0,0,0,0
Digimon Adventure 02 Movies,2224.0,0,0,0,0,0,0,0,0,0,0,1,0
Seitokaichou ni Chuukoku,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Kawa no Hikari,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ozmafia!!,4196.0,1,0,0,0,0,0,1,0,0,0,0,0
Yume-iro Pâtissière SP Professional,526.0,1,0,0,0,1,0,0,0,0,0,0,0
Pucca (2008),5387.0,0,0,0,0,1,0,0,0,0,0,0,0
Arabian Nights: Sindbad no Bouken (TV),0.0,0,0,0,1,0,0,0,0,0,0,0,0
Kishin Taisen Gigantic Formula,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Omoide Poroporo,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Phantasy Star Online 2 The Animation,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Akebi no Hana: Maho,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Hanasaku Iroha,2242.6666666666665,1,0,1,0,0,0,0,0,0,1,0,0
Cinderella Girls Gekijou,3294.6666666666665,1,1,2,0,0,0,1,0,0,0,1,0
Big Order,7813.5,1,0,0,0,0,0,1,0,0,0,0,0
Shinkyoku no Grimoire The Animation: Unico no Natsuyasumi,12919.0,0,0,0,0,0,0,0,0,0,0,1,0
Alluptoyou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Himekishi Angelica,12919.0,0,0,0,0,0,0,1,0,0,0,0,0
Tian Xin Ge Ge,12433.0,0,1,0,0,0,0,0,0,0,0,0,0
Koi Maguwai,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Tono to Issho: Ippunkan Gekijou,3184.6666666666665,1,1,0,1,0,0,0,0,0,0,0,0
Bakemonogatari,1253.5,1,1,1,0,1,1,1,0,0,0,0,0
Hinako Note,4270.0,1,0,0,0,0,0,0,0,0,0,0,0
Violence Gekiga David no Hoshi,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Atagoal wa Neko no Mori,0.0,1,0,0,0,0,0,0,0,0,1,0,0
Suishou no Yoru: Aoi Kokuhaku yori,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mojakou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Grisaia no Meikyuu: Caprice no Mayu 0,848.75,1,1,1,0,1,0,0,0,0,0,0,0
Road to You: Kimi e to Tsuzuku Michi,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Yozakura Quartet: Yoza-Quar!,1450.0,0,0,0,0,0,0,1,0,0,0,0,0
Yakin Byoutou Kranke,12919.0,0,0,0,0,0,0,0,1,0,0,0,0
Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,8977.0,1,0,0,0,0,0,0,0,0,0,0,0
Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,1512.0,0,0,0,1,0,0,0,0,0,0,0,0
Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,1027.5,0,1,0,0,1,0,0,0,0,0,0,0
Wanghu Sim Cheong,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ayakashi,5784.0,1,0,0,0,0,0,0,0,0,0,0,0
Ijoku,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,2656.0,1,0,0,1,1,0,0,0,0,0,0,0
Idol Time PriPara,437.0,0,0,0,0,1,0,2,0,0,0,0,0
Spiral Over,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,408.5,1,0,0,0,0,0,1,0,0,0,0,0
Bungou Stray Dogs,357.6666666666667,1,1,0,0,0,0,1,0,0,0,0,0
Kurokami: Intermission,2619.0,0,0,0,0,0,0,0,0,0,0,0,1
Ponsuke no Haru,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yuuwaku,0.0,0,0,0,0,0,0,0,0,0,0,0,0
First Love,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Kara no Kyoukai 1: Fukan Fuukei,1886.5,1,1,0,0,0,1,1,0,0,0,0,0
Planetarian: Chiisana Hoshi no Yume,946.5,1,1,0,0,0,0,0,0,0,0,0,0
Misute♡naide Daisy,8088.0,1,0,0,0,0,0,0,0,0,0,0,0
Zero Duel Masters,6405.0,0,1,0,0,1,0,0,0,0,0,0,0
Shigatsu wa Kimi no Uso,454.0,1,0,0,0,1,0,0,0,0,0,0,0
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,314.5,0,0,0,0,0,0,0,0,0,0,2,0
Goulart Knights: Evoked the Beginning White,3821.0,1,0,0,0,1,0,0,0,0,0,0,0
Ryuudouji Shimon no Inbou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Shijou Saikyou no Deshi Kenichi Specials,407.0,0,0,0,0,0,1,0,0,0,0,1,0
Top wo Nerae 2! Diebuster,446.0,2,0,0,1,1,0,1,0,0,0,0,0
Uchuu no Kishi Tekkaman Blade II,1512.0,0,0,0,0,1,0,0,0,0,0,0,0
Ojisan to Marshmallow,5981.5,1,0,1,0,0,0,0,0,0,0,0,0
Zukkoke Knight: Don De La Mancha,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Aozora Shoujo-tai,0.0,1,0,0,0,0,0,0,0,0,0,0,0
One Piece: Adventure of Nebulandia,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Net-juu no Susume Special,785.0,1,0,0,0,1,0,0,0,0,0,0,0
Mikan-bune,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Time Bokan 24,2568.0,0,1,0,0,0,0,0,0,1,0,0,0
Shin Seiki Cream Lemon,12919.0,0,0,0,0,0,0,0,0,0,0,1,0
Saint Seiya: Meiou Hades Meikai-hen,642.0,1,1,0,0,1,0,0,0,0,0,0,0
Biohazard: Vendetta,2221.0,0,0,0,0,1,0,0,0,0,0,0,0
Hikaru no Go: Journey to the North Star Cup,349.0,1,0,0,0,1,0,0,0,0,0,0,0
Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,2241.5555555555557,0,1,0,0,1,0,0,7,0,0,0,0
Venus Versus Virus,5660.0,1,0,0,0,0,0,0,0,0,0,0,0
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",695.5,1,1,0,0,0,0,0,0,0,0,0,0
Elf wo Karu Mono-tachi II,3157.0,0,0,0,0,1,0,0,0,0,0,0,0
Girls Bravo: Second Season,2577.5,1,0,0,0,1,0,0,0,0,0,0,0
Lesbian Byoutou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Animentary: Ketsudan,0.0,0,0,0,0,0,0,0,0,0,0,0,0
God Eater Prologue,1665.0,0,1,0,0,0,0,0,0,0,0,0,0
InuYasha: Kuroi Tessaiga,697.0,0,0,0,0,0,0,0,0,0,0,1,0
Fuyu no Hi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,2147.0,0,0,0,0,0,0,0,0,0,0,1,0
Magic Knight Rayearth,2168.0,1,1,0,1,0,0,0,0,0,0,0,0
Mahou no Princess Minky Momo: Yume wo Dakishimete,3453.0,0,0,2,1,0,0,0,0,0,0,0,0
Elite Jack!!,10062.0,1,0,0,0,0,0,0,0,0,0,0,0
Rescue Me!,7216.0,1,0,0,0,0,0,0,0,0,0,0,0
Gravitation,3037.0,1,0,1,0,0,0,0,0,0,0,0,0
Shikabane Hime: Kuro,3004.25,1,0,2,0,1,0,0,0,0,0,0,0
Garo: Honoo no Kokuin - Home,1287.5,0,1,0,0,1,0,0,0,0,0,0,0
A-Channel+smile,3442.0,1,0,0,0,1,0,0,0,0,0,0,0
Wakako-zake,4823.0,1,0,0,0,0,0,0,0,0,0,0,0
Omishi Mahou Gekijou: Risky★Safety,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,114.0,0,0,0,0,0,0,1,0,0,0,1,0
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",235.0,1,0,0,0,1,0,0,0,0,0,0,0
Yuri Seijin Naoko-san,6425.0,1,0,0,0,0,0,1,0,0,0,0,0
Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,3078.6666666666665,1,0,0,1,0,0,0,0,0,0,1,0
Jewelry The Animation,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Yao Shen Ji,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,370.5,0,0,1,0,0,0,0,0,0,0,1,0
Himouto! Umaru-chan,2379.0,1,2,0,1,0,0,0,0,0,0,0,0
Yuu☆Yuu☆Hakusho Picture Drama,1235.6666666666667,0,0,0,0,1,0,2,0,0,0,0,0
Kaitei Sanman Mile,0.0,0,0,0,0,0,0,0,0,0,0,0,0
The iDOLM@STER Cinderella Girls 2nd Anniversary PV,2793.0,0,0,0,0,0,0,1,0,0,0,0,0
Hoozuki no Reitetsu,695.6666666666666,1,1,1,0,0,0,0,0,0,0,0,0
Binbougami ga!,825.0,1,0,0,0,0,0,0,0,0,0,0,0
Valkyrie Drive: Mermaid,6542.0,1,0,1,0,0,0,0,0,0,0,0,0
Happy☆Lesson: The Final,1905.5,1,0,0,0,1,0,0,0,0,0,0,0
New Initial D Movie: Legend 1 - Kakusei,306.3333333333333,1,1,0,0,0,0,0,0,0,0,0,1
Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,8969.0,0,0,0,0,1,0,0,0,0,0,1,0
Maihime,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Cyborg 009: Kaijuu Sensou,6504.0,1,0,0,0,1,0,0,0,0,0,0,0
Kyoukaisenjou no Horizon Specials,1942.5,0,0,0,0,0,0,2,0,0,0,0,0
Gakuen Handsome,3417.25,0,1,0,0,0,0,3,0,0,0,0,0
"Mogyutto ""Love"" de Sekkinchuu!",1961.5,0,0,0,0,0,0,5,0,0,0,1,0
Gatchaman Crowds Insight,3261.0,0,0,0,0,1,0,0,0,0,0,0,0
Mahou Sensei Negima! Anime Final,1814.75,2,1,0,0,1,0,0,0,0,0,0,0
Shoujo Senki Brain Jacker,12919.0,0,0,0,0,0,0,0,0,0,1,0,0
Lupin III: $1 Money Wars,1043.0,0,0,0,0,0,0,0,0,0,0,1,0
Little Charo: Touhoku-hen,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Hataraku Saibou,3132.0,1,0,0,0,0,0,1,0,0,0,0,0
